,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,IN_TREINEIRO,TP_SEXO,TP_ESCOLA,TP_COR_RACA,SG_UF_PROVA
1239142,439.2,466.4,427.9,464.7,560.0,0,F,1,2,BA
3053726,435.8,382.1,496.0,642.0,560.0,1,M,1,3,PA
1688961,,,,,,0,F,1,1,MG
1295943,518.0,385.5,519.7,561.1,880.0,0,F,2,2,PE
981932,464.1,494.6,514.2,614.7,560.0,0,M,1,3,PI
709973,,,,,,0,M,1,1,RS
3110746,437.8,411.8,426.6,394.2,600.0,0,F,1,3,PA
3221049,511.8,600.2,419.3,590.7,760.0,0,F,3,1,DF
1165392,472.8,549.0,474.5,451.1,580.0,0,F,2,2,RJ
154236,502.7,499.4,505.6,396.8,600.0,0,F,1,1,BA
3261160,569.5,598.0,685.4,722.4,720.0,1,F,1,1,MG
1911163,537.5,352.4,569.1,519.2,520.0,0,M,2,3,AM
2971957,,,,,,0,F,1,3,ES
618728,435.8,465.6,417.7,388.9,600.0,0,F,2,3,PA
2644435,546.5,588.2,615.4,550.9,580.0,0,F,1,1,RS
1875814,718.1,718.1,518.6,828.5,880.0,0,M,1,3,RJ
499714,,,,,,0,F,2,1,MG
3407659,557.3,516.3,565.5,629.2,700.0,0,M,3,1,MG
2446733,503.6,462.0,456.4,465.5,480.0,0,M,1,1,SP
2695173,523.4,415.9,573.8,462.6,640.0,0,F,1,2,PI
1717895,489.6,393.5,358.0,391.4,340.0,0,F,1,3,AM
2951411,464.6,493.7,532.6,464.3,560.0,1,F,1,1,SP
3204328,,,,,,0,F,2,1,SP
1103667,395.4,472.8,420.4,428.1,440.0,0,F,1,3,MA
515137,552.0,605.7,589.2,573.6,780.0,0,F,3,1,PR
2843657,478.9,489.8,562.8,630.7,740.0,0,F,2,1,SP
2463377,521.4,484.8,448.2,531.9,480.0,0,M,3,3,AL
835980,402.5,483.4,575.7,498.2,640.0,0,F,2,2,BA
418658,383.5,540.7,544.5,604.4,640.0,0,F,1,1,RS
2876200,,,,,,0,M,1,1,MT
1349214,,,,,,0,F,1,3,PR
1050286,,,,,,0,F,1,1,GO
1847064,515.8,569.6,576.8,513.7,740.0,0,F,1,2,BA
1350391,579.3,472.2,589.9,383.5,900.0,0,F,3,2,CE
1179474,,,,,,0,F,2,3,GO
3405338,,,,,,0,F,1,1,MS
2445817,550.8,559.3,523.3,486.2,560.0,0,F,1,3,MS
2897833,,,,,,0,M,2,1,RJ
1541063,397.6,441.4,394.8,442.1,380.0,0,M,2,1,SC
3299351,444.5,495.3,482.4,555.3,680.0,1,F,1,1,SP
609339,384.4,445.2,393.7,407.9,480.0,1,F,1,1,MA
1951413,623.0,639.8,602.5,723.8,840.0,0,M,1,1,RJ
3033401,548.0,668.9,563.2,742.9,960.0,0,F,1,1,RJ
1383414,,,,,,0,M,1,1,SP
1181530,553.2,563.5,564.5,556.1,640.0,0,M,1,3,SP
3317379,,,,,,0,M,1,1,BA
1688575,,,,,,0,M,1,1,PR
326046,,526.2,438.3,,360.0,1,F,1,2,BA
2188376,513.2,613.0,569.4,832.0,560.0,0,M,1,3,CE
3067869,,488.9,439.6,,480.0,0,F,2,3,PE
1353651,402.7,494.5,378.8,492.6,560.0,0,M,2,1,CE
1066197,570.0,615.7,607.1,592.6,560.0,0,M,2,1,SP
1980875,,,,,,0,M,2,0,GO
2142698,535.1,443.0,509.2,425.9,800.0,0,F,2,2,SP
821831,,,,,,0,M,1,2,PA
522884,732.5,698.9,627.8,838.2,960.0,0,F,1,1,PE
1617333,,,,,,0,F,1,1,RS
2418605,411.4,511.4,542.9,540.6,400.0,0,F,2,1,SP
3271580,,,,,,0,M,1,1,SE
752511,779.2,712.5,742.2,898.0,840.0,0,M,1,1,SP
1154722,594.3,680.3,605.6,752.7,620.0,0,M,1,3,SP
2256472,,501.7,504.5,,380.0,0,F,2,1,PR
1335811,526.5,545.4,523.5,508.2,540.0,0,F,1,3,MG
2792069,,,,,,1,F,1,3,MA
2458112,,,,,,0,F,2,3,MT
2863243,577.7,537.1,487.4,605.1,720.0,0,F,1,1,BA
1199020,516.9,546.6,540.7,612.3,580.0,0,M,1,1,SP
2795448,519.1,419.8,297.0,411.0,360.0,0,M,2,2,MA
2855585,540.7,624.5,604.0,569.9,800.0,0,F,2,3,BA
1843176,554.5,607.3,543.1,601.8,880.0,0,M,3,3,SP
1289501,550.5,532.3,489.4,632.8,780.0,0,M,1,1,AC
2030375,577.5,555.6,504.3,430.1,680.0,0,M,1,3,CE
2019822,556.4,503.2,564.8,479.0,440.0,0,F,1,1,RS
117657,428.5,447.1,496.0,513.7,880.0,0,F,2,1,MS
1170656,,451.6,418.5,,320.0,0,M,1,1,RJ
699846,555.9,585.7,597.5,585.7,700.0,0,F,3,1,SC
3182530,591.8,584.2,464.0,524.7,360.0,0,M,1,3,CE
1226622,,,,,,0,M,2,3,BA
3227285,490.4,538.9,529.5,442.4,660.0,0,F,1,3,PI
1537571,471.8,634.4,578.6,663.7,780.0,0,M,1,0,PA
252513,,,,,,0,F,2,3,CE
1713175,474.3,408.7,452.1,493.9,620.0,0,M,1,3,MG
3458945,391.1,352.8,353.7,443.0,560.0,1,F,1,3,PA
63615,540.9,598.9,591.0,789.7,800.0,0,M,2,3,PE
740058,463.4,575.6,592.7,518.2,740.0,0,F,2,1,SC
1565913,406.7,535.5,515.2,441.6,400.0,0,F,1,2,MG
260355,385.6,587.9,549.7,600.5,620.0,1,M,1,3,RO
1386850,,517.7,586.3,,860.0,0,F,1,3,ES
2533491,426.4,517.0,456.4,507.0,360.0,1,F,1,3,SE
3177895,,,,,,0,M,3,1,BA
713288,,,,,,0,F,1,2,BA
2089349,596.0,652.8,624.8,664.0,560.0,0,M,2,1,SP
1807961,491.6,568.0,473.3,606.9,660.0,0,F,1,3,RN
621387,498.7,492.8,571.7,609.5,340.0,0,F,1,3,RJ
2205863,503.8,437.0,504.8,394.4,820.0,0,F,1,1,PA
1177917,446.9,461.8,429.5,521.9,680.0,0,F,2,3,RJ
3088603,492.3,645.1,566.5,778.3,640.0,0,F,1,3,ES
731900,438.5,432.9,414.4,496.4,520.0,0,F,1,3,MG
2325149,552.4,519.4,529.8,633.2,700.0,0,M,1,1,BA
3356863,417.0,469.8,392.4,460.7,400.0,1,F,1,3,ES
2688955,,,,,,0,F,2,3,PE
899488,596.6,597.0,495.8,471.9,640.0,0,F,1,3,MA
2097418,397.8,415.6,432.8,374.0,520.0,0,F,1,2,BA
1725668,428.6,474.3,559.9,491.7,680.0,0,M,1,2,PE
181295,573.9,578.7,599.9,578.7,880.0,0,F,1,1,RJ
1144699,449.4,502.3,534.4,595.6,860.0,0,M,1,3,PI
1057351,,,,,,1,F,1,3,PR
3086952,464.8,601.7,662.9,664.1,600.0,0,M,1,1,RS
3338350,589.3,623.7,621.5,635.8,560.0,0,F,1,1,RJ
1055638,434.9,536.5,516.9,492.7,520.0,1,F,1,3,SP
2077868,530.8,576.6,590.0,702.7,820.0,0,M,2,3,SP
791548,583.8,620.6,586.1,508.4,560.0,0,M,2,0,PR
3462096,,,,,,0,M,1,1,GO
3114189,467.1,448.7,541.6,534.3,620.0,1,F,1,4,PA
2755530,,,,,,0,F,1,3,PE
394770,,,,,,0,M,1,3,SP
578715,409.7,502.6,407.6,416.5,640.0,0,F,1,1,SC
1725413,386.2,439.0,427.5,561.8,520.0,0,M,1,2,PA
404631,390.2,515.1,498.8,497.4,520.0,0,F,1,1,SP
3192783,507.7,604.3,601.3,683.0,720.0,1,F,1,1,SP
2128141,496.7,538.7,546.3,566.5,820.0,0,F,3,1,SP
2277341,519.2,556.6,575.0,647.6,800.0,0,F,3,1,MS
2597929,546.6,590.2,563.3,621.0,340.0,0,F,1,2,PE
2107308,499.2,415.4,411.0,434.6,500.0,0,F,1,3,MG
660086,,,,,,0,M,2,3,PR
2407862,447.1,424.5,305.8,552.9,440.0,0,F,1,3,SE
2869162,464.7,470.2,436.5,455.7,300.0,0,M,2,1,MG
1389710,582.3,599.7,614.6,544.3,900.0,0,F,2,1,CE
1161145,,,,,,0,F,2,1,MT
155237,546.6,589.2,580.1,597.6,880.0,0,F,2,1,BA
1430803,559.0,519.3,576.8,663.0,720.0,0,F,2,1,SP
3404825,462.9,508.7,414.0,356.6,320.0,0,M,1,3,DF
1153760,521.9,575.8,620.1,690.9,920.0,0,F,1,3,CE
800591,,,,,,0,F,1,1,RS
1373034,552.7,568.3,608.9,644.4,580.0,1,F,1,1,SC
2045555,,,,,,0,F,1,3,SE
2728916,482.7,465.7,460.7,430.8,360.0,0,F,1,1,MG
1520251,,,,,,0,F,2,3,PR
1207227,565.9,532.6,505.4,573.5,640.0,0,F,2,3,MG
2660325,497.1,471.2,472.8,638.2,920.0,0,F,1,4,SP
2992436,515.7,548.0,533.8,538.1,800.0,1,F,1,1,SP
452255,435.1,539.5,534.1,579.8,760.0,0,F,2,3,CE
639961,546.0,657.3,608.6,658.7,920.0,0,M,1,1,PR
1640479,,,,,,0,M,2,4,MG
2854547,,,,,,0,M,1,3,SC
2423686,506.5,548.5,594.7,484.2,560.0,0,M,1,3,RJ
1230156,426.7,341.1,389.9,426.3,540.0,0,M,1,3,PA
2070566,441.8,446.0,463.5,405.5,0.0,0,F,2,1,PE
666738,551.7,377.5,519.4,494.1,360.0,0,M,2,1,MG
270818,393.3,488.5,468.6,493.3,640.0,0,F,2,1,PI
2942215,571.3,571.7,543.4,505.3,700.0,1,F,1,2,SP
2806364,,,,,,0,M,2,2,ES
1587139,468.9,599.4,458.7,625.8,460.0,1,M,1,1,SP
3475564,,,,,,1,M,1,3,RJ
3470618,560.7,613.7,558.4,677.1,580.0,1,M,1,1,SP
2861143,,,,,,1,M,1,0,GO
419072,522.4,576.7,453.1,374.3,500.0,0,F,1,1,GO
2878082,583.3,564.7,593.9,656.9,920.0,0,F,1,3,PE
2734206,,,,,,0,F,1,4,PE
1816862,433.5,496.4,527.5,529.8,440.0,0,F,2,1,RJ
3321072,461.2,554.4,552.5,533.4,400.0,1,F,1,1,PR
1852770,,,,,,0,F,1,1,SP
2673548,392.1,520.1,499.0,438.1,700.0,0,F,2,1,RN
2786863,,,,,,0,M,2,1,PE
1073616,,,,,,0,F,2,3,CE
1945579,590.1,604.3,609.5,614.1,660.0,0,M,3,1,RS
2301915,526.1,592.6,508.1,600.5,720.0,0,F,2,1,PB
2670212,507.6,581.0,580.9,579.8,680.0,0,F,3,1,RJ
65889,606.2,595.1,564.1,589.9,760.0,0,F,1,1,SP
3000733,,,,,,0,F,1,1,SC
1810104,430.8,519.8,573.4,555.2,360.0,0,F,2,3,SP
425268,480.8,581.4,528.5,465.5,600.0,0,F,1,2,SP
2585690,,,,,,0,F,1,1,DF
2751272,597.7,574.2,559.4,694.2,920.0,0,F,2,1,RS
2593904,,,,,,0,M,1,3,PE
1791641,561.5,532.4,580.9,652.5,620.0,0,F,1,3,PR
1775268,558.3,594.6,585.9,702.6,800.0,0,M,3,1,MG
215237,,,,,,0,M,2,3,BA
1395457,416.5,450.0,467.8,483.0,400.0,0,M,2,3,PR
1323150,670.3,639.5,634.5,714.1,840.0,0,M,3,1,ES
2228036,,,,,,0,M,1,3,SP
441141,467.8,461.9,474.0,482.2,560.0,0,F,1,2,CE
3167007,578.1,539.6,561.5,615.4,580.0,1,M,1,1,SP
220613,384.4,503.4,536.7,545.6,540.0,0,M,1,4,SP
1756551,,,,,,0,F,1,3,PE
2582567,,,,,,0,M,1,1,CE
2337694,471.9,658.7,568.4,493.0,840.0,1,F,1,1,PI
1438985,,,,,,1,M,1,3,GO
1740650,465.3,557.4,624.4,465.2,720.0,0,F,1,3,MA
881663,,,,,,0,F,1,3,AC
1308349,461.1,480.2,507.7,482.1,360.0,0,F,2,1,CE
3278388,486.9,609.2,581.6,563.3,880.0,1,F,1,1,MG
2605768,431.3,544.2,507.2,449.9,620.0,1,F,1,3,GO
3416248,,,,,,0,M,2,0,AL
151506,415.6,558.3,481.8,366.6,480.0,0,F,1,3,MG
1306911,364.4,576.7,543.9,482.8,640.0,1,F,1,3,PE
2100500,,,,,,0,F,1,2,SP
3254506,,,,,,0,F,1,3,RJ
327173,461.2,548.5,614.6,578.4,620.0,0,F,1,1,MG
3313851,497.1,479.0,521.5,444.6,520.0,0,F,2,4,SP
1395704,,,,,,0,M,2,3,RJ
681599,,,,,,0,F,2,2,CE
2724877,,,,,,0,F,1,4,BA
1096647,428.3,534.3,537.4,426.6,600.0,0,F,2,3,RN
2308003,666.4,660.1,684.6,768.8,960.0,0,F,1,1,GO
2486135,486.6,483.6,462.9,412.0,580.0,0,M,1,3,PR
874334,373.5,473.0,475.3,516.4,680.0,0,F,2,1,SP
3164922,379.2,339.1,331.1,373.7,620.0,1,F,1,3,PB
3101140,,,,,,0,F,1,3,SC
2950804,413.8,500.1,507.3,634.2,880.0,1,M,1,3,GO
2543165,,,,,,0,F,1,2,BA
50377,429.0,566.2,537.8,497.7,720.0,0,F,1,3,BA
48988,460.6,430.4,427.7,376.8,560.0,0,F,1,3,PE
2608844,591.3,666.4,595.1,712.3,940.0,0,F,1,1,SE
2598376,419.4,445.7,467.6,405.4,500.0,0,M,2,3,MA
1619377,,,,,,0,F,1,3,MG
905607,540.4,526.3,514.4,546.5,800.0,0,F,2,1,SP
2633342,496.9,497.1,496.0,541.4,700.0,1,F,1,1,SP
1415599,658.3,662.0,672.6,632.9,840.0,0,F,1,2,MA
2250852,594.1,632.7,517.2,845.4,920.0,0,M,1,1,MG
2010687,550.3,593.5,543.2,581.1,660.0,0,M,1,3,CE
2223458,400.2,494.7,539.1,552.0,640.0,1,F,1,1,RS
2786215,,,,,,0,M,1,2,AP
1571605,421.5,571.1,564.2,590.0,880.0,0,F,2,3,MG
906942,467.4,507.5,515.8,658.0,420.0,0,M,2,1,MG
3384321,,504.0,463.7,,460.0,1,M,1,3,MS
2401806,421.2,445.2,480.7,373.6,620.0,0,M,2,2,SP
2443918,463.4,486.0,577.0,525.2,0.0,1,M,1,3,MG
2176074,556.9,633.9,563.1,733.9,920.0,0,M,1,1,PR
990388,510.9,538.4,523.1,603.2,820.0,0,F,2,1,CE
2105457,,,,,,0,F,2,5,CE
2862706,,,,,,0,F,1,1,SP
2178213,414.9,521.2,533.5,441.8,0.0,0,F,2,1,GO
2178961,470.3,607.7,592.9,648.4,660.0,0,F,2,1,PR
1927025,415.3,533.9,439.0,594.0,580.0,0,M,1,1,MG
553816,435.9,397.2,510.1,521.4,560.0,0,M,2,2,PR
764171,484.8,517.6,551.1,522.0,620.0,0,F,3,3,RJ
348011,428.5,435.2,383.2,429.6,560.0,0,F,2,2,RJ
613341,537.5,578.9,592.3,487.8,740.0,0,M,1,1,RJ
1698204,,412.2,423.7,,500.0,0,M,2,3,PA
343188,448.3,483.6,482.5,447.3,440.0,0,F,1,3,PB
3168882,581.3,353.2,521.6,431.3,600.0,0,F,3,1,RJ
2547185,613.0,647.0,616.8,692.7,760.0,0,F,1,3,MT
1678919,434.3,542.8,554.4,569.4,520.0,0,F,1,1,SP
935668,460.3,486.8,455.6,591.6,500.0,1,F,1,1,MA
1108052,412.2,501.8,547.4,434.1,700.0,1,F,1,1,SP
3409828,427.4,521.5,550.1,373.3,520.0,0,M,1,1,MT
1172549,695.1,622.2,654.9,691.5,840.0,0,M,1,1,SP
1035918,,,,,,0,F,1,1,AL
2115380,503.3,427.8,435.5,344.8,540.0,1,F,1,1,BA
2675071,370.4,499.1,364.3,376.1,640.0,0,F,2,3,MA
1450394,,600.9,555.6,,720.0,1,M,1,1,RS
2681982,,,,,,0,M,1,1,MG
2922171,456.8,472.5,422.2,419.2,560.0,0,F,2,3,PA
657319,,,,,,0,M,2,1,PR
582891,524.9,522.3,536.8,593.6,760.0,0,F,2,1,PR
1753349,445.2,573.3,534.1,520.2,580.0,0,F,1,3,GO
1809453,,,,,,0,M,1,0,SP
1267329,,,,,,0,F,2,3,MT
1578687,392.2,455.6,520.9,456.2,620.0,0,M,1,3,GO
2557978,,,,,,0,F,1,2,BA
1597505,534.9,578.8,484.4,539.3,920.0,0,M,1,3,BA
1536111,695.9,698.2,737.7,855.7,840.0,0,F,1,1,MG
1714019,493.4,432.1,445.9,584.7,560.0,0,M,2,1,RJ
975912,479.4,406.0,558.8,676.3,340.0,0,F,1,4,RJ
1058266,553.7,603.5,561.2,625.3,600.0,0,F,1,1,RJ
2111050,573.6,613.2,626.0,587.1,900.0,0,F,1,1,SC
2526397,455.1,525.1,443.1,507.0,620.0,0,M,2,1,RJ
1170627,512.3,551.3,558.4,578.1,780.0,0,M,2,2,RJ
3187837,,,,,,0,M,1,3,MG
1755350,,,,,,0,M,1,3,CE
3091589,401.5,445.4,325.2,512.4,520.0,1,M,1,1,AL
1115441,419.0,421.4,527.9,495.6,860.0,0,F,1,3,PA
2341974,453.4,583.7,528.0,711.7,640.0,0,M,2,1,RJ
1712970,,,,,,0,F,1,3,MS
145317,480.2,435.7,508.5,349.0,600.0,0,M,2,3,GO
2797478,,,,,,0,F,1,1,CE
1506549,497.2,565.4,520.2,384.8,660.0,0,F,1,1,MT
1550402,597.3,621.3,533.9,714.8,880.0,0,F,1,3,MA
70427,426.9,548.5,502.8,476.0,400.0,0,F,1,3,SP
730931,486.8,602.9,550.4,479.9,900.0,0,M,1,1,CE
2410880,,,,,,0,F,2,3,SP
668571,541.5,528.6,522.3,563.9,660.0,0,M,3,0,SP
1303035,601.6,683.8,621.7,595.4,840.0,0,F,1,3,PB
1514960,394.7,434.6,362.8,459.6,360.0,0,F,1,3,MT
2252937,401.7,516.5,473.4,600.2,800.0,0,F,2,1,PA
536188,,,,,,0,M,2,1,SP
3399747,,541.4,589.2,,0.0,0,F,1,1,PE
993960,,,,,,0,M,2,3,CE
2733274,474.2,400.8,447.1,454.5,520.0,0,F,1,1,BA
2162708,546.2,479.3,497.9,513.8,600.0,0,F,1,3,AL
3141177,529.6,496.8,536.0,447.0,480.0,0,M,1,2,DF
248200,513.8,445.5,573.1,543.5,580.0,0,F,1,1,SP
3278307,496.6,528.3,556.5,590.6,600.0,0,M,1,1,RS
1355607,,,,,,0,F,1,3,SP
2953235,507.2,520.0,533.6,490.3,680.0,0,M,3,1,SP
3205448,,,,,,0,M,2,1,PE
986427,679.8,700.3,685.6,783.5,960.0,0,F,1,3,GO
3473240,,,,,,0,M,2,3,MA
831997,428.9,537.0,479.6,376.5,700.0,0,F,2,3,MT
1423756,,,,,,0,M,2,3,CE
3015372,,,,,,0,F,1,1,MS
2751951,546.4,522.4,594.1,494.8,540.0,0,F,1,3,PE
1688674,498.8,470.5,433.9,597.8,620.0,0,F,1,3,SE
3230355,660.5,661.2,616.9,853.0,880.0,0,M,1,1,SP
3114869,476.5,510.0,453.2,479.2,540.0,0,F,1,3,MA
204867,440.4,484.8,507.1,430.4,620.0,1,M,1,1,SC
2984642,,,,,,1,F,1,1,SP
892587,,,,,,0,F,1,2,CE
1063311,,,,,,0,M,2,5,RJ
1511920,625.0,436.6,612.1,657.5,780.0,1,M,1,1,SP
2259035,603.3,704.5,610.1,672.6,900.0,0,F,3,0,RJ
1369840,422.8,393.7,448.3,440.5,360.0,0,F,1,1,PA
3461283,508.9,501.0,509.9,599.2,740.0,0,F,2,3,PA
791938,465.0,504.5,442.8,596.3,320.0,0,F,1,3,MG
880602,,,,,,0,F,1,3,SE
545523,437.8,486.1,496.3,415.5,560.0,0,F,2,3,SP
1451613,,,,,,0,M,1,3,RN
379274,494.2,457.5,517.0,385.3,520.0,0,M,1,3,PE
999609,,,,,,0,M,1,3,MG
3398118,382.1,459.2,458.5,438.9,500.0,0,F,1,3,PI
3382962,,,,,,1,M,1,1,BA
3170509,446.7,456.0,479.1,464.3,600.0,0,F,2,3,AM
6963,674.7,664.1,670.6,825.8,800.0,0,M,1,1,MG
926109,496.5,604.1,544.4,581.1,620.0,0,F,1,3,RJ
1105609,,,,,,0,F,1,1,MG
3019541,505.9,338.1,327.9,518.4,600.0,0,M,1,3,SP
3288905,,,,,,0,M,1,1,SP
3122109,477.8,485.8,524.7,503.8,820.0,1,F,1,1,SP
998285,464.7,438.0,455.0,515.0,640.0,0,F,1,1,AP
1399649,486.0,531.5,537.7,536.0,860.0,0,F,2,3,TO
2755818,567.4,554.5,566.9,555.8,840.0,0,F,2,3,RO
1865446,,,,,,0,F,2,3,SC
2614866,392.1,482.1,457.7,467.8,480.0,0,F,2,1,SP
878326,462.8,499.1,478.7,546.5,480.0,0,M,1,1,RN
1411920,,,,,,0,M,1,3,MA
899152,475.7,576.2,553.1,653.4,820.0,1,F,1,1,SP
2253563,,,,,,0,M,1,3,AM
2436599,,,,,,0,M,1,3,BA
3463265,512.3,482.6,528.1,571.0,620.0,0,F,1,1,MG
3118131,,,,,,0,M,2,2,PE
1667542,498.8,510.1,460.5,449.7,880.0,0,M,2,3,PI
993118,553.9,380.0,459.7,603.4,860.0,1,M,1,3,CE
2378684,399.9,,,585.8,,0,M,1,3,RJ
2007452,456.9,511.1,416.2,429.3,580.0,0,F,1,1,RS
3276705,,,,,,0,M,1,3,DF
1778205,450.7,508.6,527.7,524.6,400.0,0,M,1,0,RS
2429301,412.0,540.2,469.8,434.3,560.0,0,M,1,3,PA
2156588,491.5,528.2,520.0,535.4,640.0,1,F,1,3,MG
1797546,405.1,375.0,436.2,399.5,640.0,1,F,1,1,CE
650101,,,,,,1,F,1,1,MT
2199970,,461.3,460.3,,0.0,0,M,2,1,RS
2309317,494.8,535.7,538.7,463.4,600.0,0,M,2,1,AP
1951641,,,,,,0,M,1,3,PA
963731,599.8,559.1,493.3,740.8,680.0,0,F,2,1,CE
2386365,634.5,691.6,682.7,902.4,980.0,0,M,3,1,MG
1849255,610.6,611.2,575.4,723.1,900.0,0,M,3,1,GO
1135965,,,,,,0,M,1,1,MS
1610673,,405.6,465.5,,640.0,1,F,1,1,MT
2506311,423.6,602.3,569.3,669.3,620.0,0,F,1,2,MG
3333698,596.0,619.9,649.6,724.1,840.0,0,F,1,1,SP
123181,,,,,,0,M,2,3,AM
3446104,,,,,,0,F,2,1,RJ
2548419,,,,,,0,M,2,3,PR
1450280,409.9,443.2,446.4,439.8,620.0,0,F,2,3,AL
3301012,467.1,490.4,487.1,408.3,600.0,1,F,1,1,MG
1229098,541.3,560.9,604.5,609.2,760.0,0,M,2,3,PB
633536,439.0,491.6,559.4,592.2,760.0,0,F,1,1,RJ
2036749,445.2,537.9,583.1,628.4,420.0,0,F,2,0,MG
1341823,644.6,662.4,601.7,684.6,800.0,0,M,3,3,RJ
910526,,,,,,0,F,1,1,RS
1549131,395.8,472.5,383.0,368.2,340.0,0,M,2,3,BA
2959212,434.3,559.3,484.0,551.2,640.0,1,F,1,3,MA
1820034,707.6,704.3,617.2,923.6,880.0,0,M,3,4,SP
546682,532.4,580.2,568.1,552.7,640.0,1,F,1,1,SP
339497,494.3,552.0,511.2,454.7,840.0,0,F,2,1,MG
959517,393.3,448.8,545.1,449.8,760.0,0,M,1,2,BA
1165913,,,,,,0,F,1,1,PR
331103,455.3,510.6,447.9,577.6,600.0,0,M,2,1,CE
2964288,424.6,434.8,480.7,469.0,540.0,0,F,1,3,GO
3236090,423.7,602.5,552.3,588.0,640.0,0,M,1,1,AL
3112760,449.5,555.0,523.5,625.5,560.0,0,F,1,3,MG
1378352,408.0,542.4,530.6,528.9,0.0,0,F,2,1,SP
3383859,,,,,,0,F,1,2,PE
1328876,464.5,559.9,557.5,565.9,700.0,0,F,3,1,DF
1119871,497.6,578.5,598.0,419.5,800.0,1,F,1,1,SP
2965203,604.8,569.7,564.6,696.5,620.0,1,M,1,1,SP
2469994,438.7,579.4,547.1,666.7,700.0,1,F,1,1,SC
198080,,,,,,0,F,2,3,SE
4928,488.3,430.7,471.2,420.6,640.0,0,F,1,3,SE
1722439,,498.9,566.1,,440.0,0,F,1,4,PI
2457705,,,,,,0,F,1,2,AL
1447412,465.0,604.1,552.0,721.5,680.0,0,M,3,1,CE
1270342,522.3,602.3,520.9,693.7,720.0,0,M,3,1,BA
243251,432.7,505.9,437.8,483.0,720.0,1,F,1,1,SP
49998,,,,,,0,F,1,3,PE
1414640,561.3,640.6,653.9,545.2,940.0,0,F,1,3,ES
1060654,559.6,533.3,535.2,437.3,560.0,0,F,2,3,CE
2744031,,,,,,0,F,1,3,PA
3233583,,560.2,544.5,,640.0,1,F,1,1,SP
256173,435.5,446.0,434.8,457.9,460.0,0,F,1,3,PA
328445,,,,,,0,F,1,1,MG
1861061,466.2,583.8,579.1,422.8,700.0,0,F,2,3,SP
2049705,415.6,490.6,494.6,405.5,580.0,0,F,1,3,PB
1558610,510.3,545.8,550.9,555.7,580.0,0,F,1,1,SP
2474121,408.2,463.5,472.6,398.2,540.0,1,F,1,3,PA
1636508,461.7,533.4,514.6,553.6,660.0,1,M,1,1,PR
1732912,604.9,657.8,645.7,765.9,920.0,1,F,1,1,MG
2753473,498.3,580.8,607.1,620.4,720.0,0,F,2,1,MG
1396586,,,,,,0,M,2,3,CE
356604,370.3,497.9,437.2,427.1,580.0,1,F,1,1,PA
2124584,490.9,569.0,459.0,432.4,560.0,0,F,2,3,SE
2986015,465.4,655.9,589.5,604.4,700.0,0,F,2,1,PR
586003,609.8,572.0,611.2,600.5,700.0,0,F,3,1,SP
49218,432.5,399.2,489.8,452.7,520.0,0,F,1,2,ES
2657363,,,,,,1,F,1,3,BA
367852,537.4,605.7,558.8,648.2,540.0,0,F,1,3,PE
2250644,,452.0,437.4,,0.0,0,F,2,1,SP
1938772,407.7,559.9,537.5,600.7,600.0,1,F,1,1,SC
1305216,460.6,402.0,422.2,566.1,440.0,0,F,2,3,PB
1309037,459.6,506.2,501.4,462.3,700.0,1,M,1,3,SE
2338596,,,,,,0,F,1,1,SE
2581236,,,,,,0,M,1,3,RJ
2568400,519.7,578.6,562.0,651.7,780.0,0,F,3,1,MA
860279,605.3,620.6,643.2,450.0,880.0,0,M,1,1,MG
1660286,447.1,462.6,449.3,363.1,520.0,0,F,1,3,PA
1479809,530.9,620.5,654.6,613.2,660.0,0,F,1,1,SC
589818,,,,,,0,M,1,1,MA
1228651,,,,,,1,F,1,1,GO
1287326,,,,,,0,M,2,1,PR
474186,417.0,431.4,445.6,520.2,600.0,0,F,2,3,CE
1854348,529.6,560.7,554.7,450.7,720.0,0,F,3,1,RS
808067,645.1,662.3,645.8,680.3,840.0,0,F,1,1,MG
3390425,,,,,,0,M,1,1,BA
741345,407.1,502.5,460.4,444.6,0.0,0,F,2,1,MA
70140,,588.7,551.3,,440.0,1,F,1,1,SP
2824162,455.2,532.4,485.3,560.0,280.0,1,M,1,3,SC
1090626,439.8,403.2,485.0,592.9,760.0,1,M,1,3,PA
2654767,435.6,451.3,407.9,422.1,440.0,0,F,2,1,GO
1563105,,,,,,0,M,1,1,PB
436835,,,,,,0,M,1,2,MG
436882,479.6,342.0,490.0,443.7,520.0,0,F,2,1,SC
2517776,568.3,520.5,436.6,521.9,800.0,0,M,2,1,MG
196749,,,,,,0,F,1,1,SP
208809,482.1,517.7,505.8,463.2,720.0,0,F,1,2,BA
714905,440.8,481.0,546.1,584.9,540.0,0,M,1,3,MG
632578,611.0,607.5,573.6,764.3,920.0,0,M,3,1,RJ
928536,618.0,591.0,573.2,780.1,880.0,0,M,3,1,RJ
2243693,577.6,602.8,601.0,756.2,880.0,0,M,2,1,PA
1052854,,,,,,0,M,2,1,SP
1243620,492.1,572.6,517.2,597.3,620.0,0,M,1,3,AP
1128836,482.4,348.1,385.8,592.5,560.0,0,M,2,1,DF
2044021,,,,,,0,F,1,1,RJ
2121096,425.9,502.6,527.0,493.6,600.0,1,F,1,3,PE
1463157,691.8,630.4,563.0,793.5,820.0,0,M,3,1,RJ
