,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,IN_TREINEIRO,TP_SEXO,TP_ESCOLA,TP_COR_RACA,SG_UF_PROVA
2028779,460.9,538.7,440.1,457.8,780.0,0,F,2,1,SP
1215667,538.6,630.1,547.7,488.4,620.0,0,M,3,2,RJ
1919136,473.5,493.1,570.0,433.9,580.0,0,M,2,3,PE
1955606,389.4,461.1,395.3,463.4,400.0,0,F,2,1,PA
566398,,,,,,0,F,1,3,PA
3379624,497.1,524.9,574.6,421.8,720.0,0,F,1,3,BA
167197,453.4,495.2,557.5,496.0,700.0,0,F,2,1,RS
1964098,554.9,567.8,552.6,536.7,880.0,1,M,1,3,RN
3214217,504.8,521.7,461.6,484.7,500.0,0,M,1,2,RJ
2440636,,,,,,0,M,1,3,SP
2936259,,,,,,0,M,2,3,RS
818436,,,,,,0,M,2,5,RS
1808173,448.8,572.7,517.3,623.4,940.0,0,M,3,1,PA
3065248,,,,,,0,F,1,2,MG
1006690,,,,,,0,F,1,3,RS
1565866,611.7,720.4,650.8,762.6,720.0,0,M,1,1,CE
1048224,635.8,,,859.7,,1,M,1,1,GO
339427,,,,,,0,F,1,2,RS
1485182,442.6,498.2,485.6,439.3,0.0,1,F,1,3,BA
2234526,545.6,550.3,561.4,516.0,660.0,0,F,2,3,SP
2708263,463.3,599.9,526.1,626.4,640.0,1,F,1,1,SP
2591942,,,,,,0,F,2,3,BA
1279978,452.5,496.1,434.2,612.7,780.0,0,M,2,3,RO
538838,631.9,606.3,620.3,742.9,900.0,0,F,1,3,BA
509836,430.7,549.8,525.6,413.3,760.0,0,F,1,3,BA
317994,,,,,,0,F,2,1,SP
1236549,433.3,450.0,476.6,368.2,0.0,0,F,1,3,MA
751829,427.6,572.1,526.3,432.7,580.0,0,F,1,2,MT
893131,,,,,,0,F,1,1,SP
1376666,405.5,495.0,519.0,430.1,480.0,0,F,1,3,SP
1520587,415.5,490.4,381.8,558.3,640.0,0,F,1,3,MG
2272109,501.8,484.6,555.0,504.0,780.0,1,M,1,1,MG
1884129,600.1,601.2,543.0,705.4,740.0,0,F,1,3,SP
1584215,495.3,344.8,463.3,534.6,580.0,0,M,1,2,PB
1879732,465.9,424.1,400.9,497.3,480.0,0,M,2,3,PR
1800643,,,,,,0,F,1,2,BA
1353516,,,,,,0,F,2,2,SP
2570481,507.9,530.3,532.6,489.3,680.0,0,M,2,2,PB
1709795,480.7,550.3,492.6,649.5,660.0,1,M,1,2,SE
2678450,,,,,,0,F,1,2,PR
1011594,,526.2,522.6,,600.0,0,F,2,3,SP
625955,445.5,522.7,366.8,521.9,440.0,1,M,1,2,SP
624761,574.9,568.6,575.5,650.2,780.0,0,F,2,1,ES
883661,,,,,,0,M,1,3,BA
2804205,459.6,506.5,547.4,472.9,580.0,0,M,2,3,BA
2448135,,,,,,0,M,2,3,GO
1975052,642.3,664.7,697.6,654.8,920.0,0,F,1,0,SE
1524755,,,,,,0,F,1,1,PR
400073,,,,,,0,F,1,3,RJ
2610237,,,,,,0,F,1,1,BA
124182,435.7,451.2,504.0,497.3,540.0,0,F,2,1,SP
2426821,,,,,,0,F,1,3,RS
3453291,,,,,,0,M,1,3,PA
2772178,576.5,560.8,518.6,590.6,600.0,0,M,1,3,MG
913112,403.3,521.9,462.9,481.7,360.0,0,F,2,1,CE
2269378,,,,,,0,F,2,3,PA
1461567,475.0,541.2,540.5,648.6,680.0,0,F,2,1,SC
239795,431.5,467.7,400.2,407.2,360.0,0,M,2,1,RN
1909310,,,,,,0,F,2,3,MA
473705,566.3,567.8,470.4,507.3,780.0,0,F,2,1,RS
1086053,397.1,421.5,446.7,349.4,520.0,0,F,1,3,AM
2084958,524.4,568.5,556.2,524.3,860.0,1,F,1,1,SP
391844,602.4,578.3,602.9,617.1,780.0,0,F,1,3,RS
670156,472.3,465.2,392.5,439.9,360.0,0,M,1,2,AC
1494770,727.4,701.3,634.9,831.7,880.0,0,F,1,3,ES
2367915,,,,,,0,F,2,3,SP
2134890,561.1,574.5,621.2,570.3,440.0,1,F,1,1,SP
2966101,621.0,665.0,691.3,665.9,760.0,0,F,2,1,MS
2527495,,,,,,0,F,2,1,SP
2207006,,387.8,359.2,,0.0,1,F,1,3,PA
1085032,,,,,,0,M,1,2,PA
2876687,,,,,,0,M,1,1,PE
2937244,,,,,,0,M,1,3,RJ
3373905,,,,,,0,M,2,3,AM
175841,479.7,467.0,431.3,527.9,360.0,0,M,1,1,RJ
1235554,511.8,557.9,538.9,503.7,860.0,0,F,1,1,MG
1346098,428.6,538.1,524.0,482.2,640.0,1,F,1,1,PR
2784494,,,,,,0,M,1,1,MA
2774934,,,,,,0,F,1,3,PE
2516314,517.3,552.8,415.5,531.6,700.0,0,F,2,3,PI
1870201,514.6,515.5,529.1,501.4,840.0,0,F,2,3,PR
603319,578.3,507.4,553.7,558.2,500.0,0,F,1,3,RJ
1787153,429.5,555.0,570.7,578.3,380.0,0,F,1,3,SP
252308,,,,,,0,F,1,2,RJ
431135,478.1,590.3,588.4,539.7,820.0,0,F,2,1,RN
922796,,,,,,0,F,1,1,AP
70547,,,,,,0,F,2,3,RJ
2329115,,,,,,0,F,2,3,PA
1837813,,,,,,0,M,1,3,BA
71337,525.7,557.5,510.9,642.2,860.0,0,F,1,1,PE
1127931,467.2,495.9,568.8,398.7,560.0,0,F,2,3,GO
3081198,,630.0,560.7,,800.0,1,F,1,3,SP
894895,,,,,,0,F,2,3,MT
1857477,491.2,575.2,542.8,488.1,720.0,0,F,1,2,PE
740398,,,,,,0,F,1,2,MG
3143024,,,,,,0,M,1,3,MT
352313,,,,,,0,F,1,3,PA
501883,433.5,449.7,533.7,450.7,560.0,0,M,1,3,PA
3079478,,,,,,0,M,2,3,PB
49102,,,,,,0,F,2,1,SP
445451,554.7,568.4,560.0,684.9,500.0,0,F,1,3,PR
473058,681.2,660.8,636.3,767.4,960.0,0,M,1,1,GO
1465584,482.9,501.5,568.5,490.7,500.0,0,F,2,1,RS
2256562,491.0,526.5,586.5,627.3,680.0,0,M,1,1,PI
1101111,,,,,,0,M,1,1,SP
3174264,428.7,480.4,492.4,572.6,460.0,0,M,1,1,MG
2351218,,,,,,0,F,2,3,MA
276217,,,,,,0,M,1,1,SP
1100704,453.9,529.4,497.9,426.1,560.0,0,F,1,3,PE
2762329,458.9,573.7,530.9,566.0,940.0,0,F,1,3,AM
116089,,,,,,0,M,1,0,RN
3431795,,,,,,0,F,1,2,RS
1366842,556.8,630.4,644.8,712.1,940.0,0,F,1,1,PR
609500,483.4,562.0,460.2,414.6,800.0,1,F,1,1,RJ
976080,588.8,591.7,579.6,715.2,0.0,0,M,1,3,MG
3396362,409.6,566.9,583.8,454.8,600.0,0,F,1,3,SP
323449,444.2,534.7,559.7,455.4,840.0,0,F,1,2,BA
2340081,,,,,,1,M,1,3,PE
1867919,512.6,522.2,511.4,453.6,360.0,0,M,1,3,AP
3318589,529.7,394.2,443.8,473.0,560.0,0,F,1,3,BA
1447841,538.8,493.1,447.9,369.7,360.0,1,M,1,3,MA
1559458,,,,,,0,F,1,1,PE
344849,480.0,427.0,437.2,414.8,660.0,0,F,2,1,RS
2670162,494.4,543.0,512.4,571.2,680.0,0,F,2,2,PI
3265340,610.5,626.4,604.1,580.4,700.0,0,M,1,1,SP
910506,494.7,540.6,466.2,556.6,760.0,0,F,2,3,CE
2245763,542.1,543.7,514.7,618.4,440.0,0,F,2,1,PR
2405501,621.3,574.2,519.7,527.7,880.0,0,F,1,1,GO
528600,418.2,349.7,354.6,483.6,720.0,0,F,2,3,MA
3360876,,611.0,546.6,,640.0,0,M,3,1,SP
2082934,568.0,515.1,485.4,476.6,780.0,1,F,1,1,DF
892575,,,,,,0,F,1,1,PR
842180,446.1,578.7,526.6,599.1,740.0,0,F,3,3,DF
3278462,476.0,504.3,563.2,578.2,520.0,0,F,1,1,BA
1573630,481.8,611.6,628.5,647.0,700.0,0,F,2,1,RJ
2040654,641.8,555.5,606.1,708.0,860.0,0,M,2,3,SP
2843088,551.2,571.9,597.7,653.9,840.0,0,F,1,3,TO
1535118,,,,,,0,F,1,3,PE
3107073,470.4,489.9,497.9,494.6,480.0,0,F,1,3,CE
1149492,618.3,572.8,602.9,674.3,920.0,0,F,1,1,GO
947667,,,,,,0,F,1,3,RN
2623803,,,,,,0,M,1,3,MG
593995,540.2,563.3,549.0,447.8,520.0,0,F,1,2,PE
2409510,434.0,541.5,534.5,546.6,760.0,0,M,3,1,RJ
2660118,516.0,673.4,629.4,562.3,900.0,0,F,1,1,PA
662373,603.6,621.8,598.5,646.3,800.0,0,F,1,1,PA
1090882,,,,,,0,F,2,0,CE
2958205,509.1,536.5,504.2,404.5,300.0,1,M,1,3,PE
2313378,,,,,,0,M,1,1,PR
514161,417.7,515.0,488.2,452.8,520.0,0,F,1,1,RS
261568,503.3,522.3,581.9,521.0,620.0,0,F,2,1,PR
618511,,,,,,0,M,1,2,BA
1342204,465.8,368.4,352.1,385.7,480.0,0,F,2,3,CE
1820230,,,,,,0,F,1,1,CE
349813,575.5,540.5,532.3,584.0,680.0,0,M,2,1,SP
1320410,,,,,,0,F,1,3,TO
1263443,588.8,632.0,598.6,664.1,920.0,1,M,1,3,BA
2299530,435.8,417.8,419.1,434.5,0.0,0,F,2,5,AL
3021898,517.5,593.8,558.9,610.5,620.0,0,F,1,1,RJ
3172243,,,,,,1,F,1,3,SP
1524451,443.0,527.6,463.8,534.0,560.0,0,M,2,1,SP
1797770,435.8,443.9,466.9,462.2,420.0,0,F,2,2,BA
3266170,,,,,,0,F,1,1,PR
1745830,461.7,595.8,579.7,629.8,740.0,0,M,3,1,RJ
414983,,,,,,1,M,1,3,PE
1200982,529.9,508.4,461.5,464.7,660.0,0,F,1,2,GO
2088461,428.4,559.0,541.6,396.2,680.0,1,F,1,3,SE
818386,,,,,,0,M,1,3,CE
2611827,,,,,,0,F,1,1,SP
3174767,469.4,603.5,586.7,600.0,960.0,1,M,1,1,SP
2026073,,,,,,0,F,3,1,RJ
2090803,639.2,736.8,584.7,845.7,860.0,0,M,3,1,GO
1868349,,,,,,0,F,1,3,MA
2572474,597.5,649.2,627.9,666.1,800.0,0,F,2,3,PR
3011183,489.9,538.2,553.9,568.2,580.0,0,M,2,1,PR
2226812,440.4,462.0,412.8,431.9,600.0,0,M,2,3,PE
1636248,529.5,582.8,557.3,601.3,920.0,0,M,1,1,SP
743089,422.8,496.6,488.9,441.2,560.0,0,F,2,3,RO
1318565,419.2,399.2,433.2,412.1,520.0,0,F,2,1,PB
186988,435.3,494.1,440.7,385.6,520.0,0,F,2,3,PA
2495687,,,,,,0,F,1,2,MA
1603414,405.8,477.3,453.6,369.9,600.0,0,F,1,1,MA
1936937,482.1,686.0,664.8,531.4,680.0,0,M,1,3,BA
1886095,,,,,,0,F,2,3,AM
3219946,447.9,471.2,397.9,457.4,500.0,0,M,1,1,GO
2918413,433.3,501.8,383.1,407.2,540.0,0,F,2,1,PE
960656,524.4,487.4,559.8,665.0,680.0,0,M,1,1,RS
1212323,453.4,591.5,540.8,686.5,760.0,0,M,2,1,GO
1482058,397.1,369.8,375.0,404.1,540.0,1,F,1,3,MA
3416148,525.9,521.4,509.6,386.1,340.0,0,F,1,3,PR
2525009,484.1,596.6,601.9,418.2,640.0,0,F,1,3,MA
3057125,479.0,523.1,505.7,459.8,560.0,0,M,2,3,AL
1161125,425.3,486.4,461.8,554.6,500.0,0,F,3,2,AL
1419265,634.1,653.0,627.5,706.5,820.0,0,F,2,1,SP
471224,443.8,416.2,411.3,450.2,300.0,0,F,2,3,MG
2016963,,,,,,0,M,1,3,ES
1665100,651.3,625.4,581.5,700.9,760.0,0,F,1,1,PR
3375721,606.8,541.7,557.8,693.6,620.0,1,M,1,1,SP
2002333,506.4,546.4,531.8,649.0,940.0,0,F,1,1,RS
1418094,459.1,508.9,355.3,541.4,600.0,0,F,2,1,MS
3415699,611.6,635.9,647.0,694.5,660.0,0,M,1,1,SP
3023449,,366.8,300.6,,620.0,1,M,1,1,MA
1030826,422.5,381.9,500.5,387.8,600.0,0,F,1,1,RS
792290,478.1,544.2,525.9,454.7,680.0,0,F,1,1,RJ
2104853,593.7,660.7,581.6,868.2,840.0,1,M,1,1,MG
1862363,545.4,576.2,554.6,675.7,760.0,0,M,1,3,RJ
2803762,567.3,615.9,582.4,525.1,700.0,0,M,1,1,RJ
2537554,,,,,,0,F,2,1,BA
63931,485.7,371.8,394.9,364.9,540.0,0,M,1,3,PA
1092315,549.8,531.5,497.4,571.3,900.0,0,F,1,3,PE
605231,428.6,508.6,500.6,569.4,500.0,0,F,2,0,BA
2738508,557.9,479.3,495.2,506.5,720.0,0,M,2,3,RJ
494422,408.2,501.0,376.8,385.6,580.0,0,F,2,3,RN
3428572,,506.3,538.9,,540.0,0,M,1,3,GO
3245392,551.2,,,686.7,,1,F,1,3,SP
614874,,,,,,0,F,2,1,RJ
2180365,528.4,513.6,497.9,644.9,520.0,0,M,3,1,SP
319210,550.8,596.5,500.0,551.8,860.0,0,F,1,1,AL
1706355,609.3,615.6,581.9,699.7,840.0,0,M,1,3,MA
1202582,,,,,,0,F,1,1,RJ
2792422,,,,,,0,F,2,3,GO
3174777,,415.2,368.2,,420.0,0,M,2,3,MG
3057013,530.3,556.1,593.7,624.0,400.0,0,F,1,3,ES
2122395,476.1,538.7,590.5,573.3,740.0,0,F,2,3,AL
1103042,,441.7,437.8,,520.0,0,F,2,3,CE
3226199,,,,,,0,F,1,1,MT
2553991,543.7,564.9,481.5,435.6,660.0,0,M,1,2,BA
3209245,522.8,563.0,629.2,617.6,620.0,1,M,1,3,GO
765490,474.3,460.8,451.2,529.5,540.0,1,M,1,1,TO
1542392,623.4,655.1,538.9,644.6,880.0,0,M,1,2,BA
737125,477.0,594.7,482.4,734.0,980.0,0,M,1,1,PE
1226250,,,,,,0,F,1,3,DF
3447408,,,,,,1,M,1,1,RS
1663897,,,,,,0,M,1,1,SP
3270631,562.6,676.8,638.5,705.2,800.0,0,F,1,2,PB
1486737,555.3,542.0,557.5,724.2,480.0,0,F,2,3,RJ
2172653,,,,,,0,M,1,3,RO
1484423,,,,,,0,F,1,3,RN
3447339,373.3,374.2,387.3,380.8,500.0,0,M,1,3,BA
736696,411.2,512.6,509.0,541.3,740.0,1,F,1,3,PR
1717766,,570.6,582.1,,560.0,0,F,1,1,SP
2939792,567.4,564.5,589.0,580.1,680.0,1,F,1,3,MG
2383064,576.2,532.9,528.7,690.3,460.0,0,F,1,1,MS
844714,539.4,495.1,468.0,406.2,560.0,0,F,1,1,SC
774074,,,,,,0,F,1,2,BA
3426057,,,,,,0,F,2,1,SC
2500192,,,,,,0,M,2,2,ES
2374257,515.4,569.9,532.5,538.0,920.0,1,M,1,3,AC
790685,,,,,,0,M,2,3,GO
1237304,408.0,,,362.4,,0,F,1,3,BA
2224018,401.3,398.4,441.9,362.1,0.0,0,F,2,1,AC
831389,556.6,546.0,520.3,469.5,860.0,0,F,1,3,CE
1847337,537.9,527.4,433.5,485.0,640.0,0,F,1,1,SE
337766,,,,,,0,F,1,3,AM
1788604,,,,,,0,F,1,1,GO
3305632,,,,,,0,M,1,1,PR
1504758,390.5,399.9,421.7,434.5,580.0,0,F,1,0,BA
318312,624.5,621.7,594.2,632.5,720.0,0,M,1,1,SC
971240,395.8,553.0,399.5,497.7,0.0,0,M,2,3,CE
707839,493.1,546.4,543.4,521.9,660.0,0,F,2,3,MA
1468715,460.4,563.5,546.1,490.8,580.0,0,F,2,3,SE
595638,401.1,381.4,366.7,421.6,520.0,0,M,1,3,AM
1952720,610.1,583.7,592.8,667.2,900.0,0,F,1,2,MG
1119063,511.1,553.7,514.1,651.6,880.0,1,F,1,1,SP
483472,,,,,,0,F,1,3,MA
232350,438.6,437.9,397.0,408.7,480.0,0,F,1,3,PA
911215,566.4,638.0,612.4,617.2,620.0,0,F,2,3,SP
943784,466.1,393.0,485.2,426.1,0.0,0,F,2,1,RS
1670103,472.3,528.1,522.4,620.4,560.0,0,M,2,1,SP
2812987,461.7,488.2,551.9,393.7,700.0,1,F,1,3,GO
2347891,,,,,,0,F,1,3,PR
35278,532.4,532.8,568.4,609.9,540.0,0,F,2,1,SP
2072603,531.1,605.6,642.9,674.4,840.0,1,F,1,1,PA
3435447,,,,,,1,F,1,1,PE
2720537,,,,,,0,F,2,3,GO
786995,,424.8,296.2,,500.0,0,F,2,3,PE
427653,456.0,506.3,439.2,394.7,520.0,0,M,1,1,AC
2545138,415.3,395.1,493.0,456.6,560.0,0,M,1,1,RJ
2711574,,,,,,0,M,1,3,PA
758799,496.5,487.0,514.1,428.1,600.0,0,F,1,3,RN
1287062,399.5,514.0,497.7,571.2,700.0,0,F,3,1,GO
2830313,534.4,555.6,477.5,517.8,540.0,1,F,1,1,RS
1144406,,,,,,0,F,1,0,MG
1880966,556.0,622.4,586.6,676.5,920.0,0,F,3,3,PI
555887,503.7,562.4,537.4,581.6,780.0,0,F,2,3,MT
1140383,446.1,482.5,518.5,587.3,680.0,0,F,1,1,MG
1396233,495.8,522.7,491.2,389.5,560.0,0,M,2,3,GO
1721150,457.0,484.5,430.6,442.5,660.0,0,F,1,2,SP
588532,407.0,380.5,355.0,619.4,600.0,1,F,1,3,RJ
1488148,419.6,603.8,623.8,635.9,800.0,0,F,1,1,BA
683352,,,,,,0,M,2,3,PR
1537693,731.7,724.6,601.8,919.2,940.0,0,M,1,1,PR
1996555,,437.9,499.4,,640.0,0,F,2,3,PR
1650672,514.0,479.1,539.9,597.7,600.0,0,M,2,3,CE
399593,,,,,,0,F,1,1,PA
67430,418.1,504.0,414.4,370.2,620.0,0,F,2,3,RJ
2651685,486.9,663.4,542.6,697.0,700.0,0,M,2,1,SP
1312561,,,,,,0,F,1,3,PB
3375605,,,,,,0,F,1,3,PE
2453233,523.3,595.9,538.0,575.9,620.0,1,F,1,3,PB
393085,,,,,,0,M,1,3,AP
601110,521.1,557.7,554.4,473.6,680.0,0,F,2,4,GO
2186309,,,,,,0,F,2,3,GO
2859164,423.9,529.5,477.5,605.5,600.0,1,M,1,2,SP
2702679,423.2,520.2,525.6,527.8,540.0,0,F,2,3,MG
126438,,,,,,0,F,1,1,RS
1475454,380.4,479.5,504.1,426.0,560.0,1,F,1,3,GO
1396712,380.9,329.3,440.0,476.5,420.0,1,F,1,1,CE
2615268,,,,,,0,M,1,1,RO
3053607,418.5,413.8,442.5,484.0,480.0,0,F,2,3,PE
2234996,446.1,498.0,555.4,658.4,880.0,0,F,1,2,SP
2691467,396.4,400.7,473.4,420.0,600.0,0,F,2,1,SP
697194,,,,,,0,F,1,3,MS
1441604,454.0,648.1,577.0,566.1,780.0,1,F,1,3,PB
27507,520.5,507.0,478.0,504.6,540.0,0,F,1,3,MA
356166,446.7,375.6,424.6,362.6,460.0,0,F,2,1,PR
583731,,,,,,0,M,1,3,ES
1019687,473.9,386.3,505.4,451.9,920.0,1,F,1,2,SP
925243,504.3,550.5,503.2,395.4,580.0,0,F,2,1,PR
2522009,581.3,612.4,577.4,723.7,800.0,0,M,1,4,RJ
135411,504.4,527.5,551.0,652.9,780.0,1,F,1,1,RS
3030351,559.4,615.0,581.7,586.1,640.0,0,M,1,1,PA
1163230,514.6,515.1,552.0,571.3,600.0,0,F,2,1,SP
3100617,,,,,,0,F,2,1,RJ
2256836,476.7,576.8,490.8,490.0,520.0,0,M,2,1,RJ
1815540,461.9,541.2,587.3,513.9,620.0,1,F,1,3,RJ
2311269,381.8,457.2,502.7,601.1,800.0,0,F,1,3,MA
825377,,,,,,0,F,1,3,SP
451687,463.5,591.4,417.4,605.5,920.0,0,F,2,3,SE
2088291,,599.1,554.7,,600.0,0,F,1,3,PA
1631596,,515.0,501.7,,680.0,1,F,1,1,AM
2212798,409.6,536.0,431.6,472.1,520.0,0,F,2,1,AL
2282505,441.7,517.5,482.5,474.7,660.0,0,F,2,3,PB
730467,,,,,,0,F,1,2,BA
1430786,,,,,,0,M,1,3,MA
2497685,558.1,586.2,599.7,702.1,460.0,0,F,1,3,TO
1837008,508.0,570.9,445.4,494.5,620.0,0,M,1,3,RR
3037401,421.3,559.1,559.3,641.2,560.0,1,F,1,1,SP
1342216,509.7,495.1,571.7,574.1,600.0,1,M,1,1,MS
194483,409.6,455.0,451.2,584.3,400.0,0,F,2,1,SP
3270015,,,,,,0,M,1,1,MG
115226,,,,,,0,F,1,3,RS
1382147,430.4,457.9,461.8,376.8,580.0,0,F,1,3,PI
2812127,492.0,566.6,564.0,575.0,740.0,0,F,2,1,GO
1795190,485.0,563.3,579.3,467.0,560.0,0,F,2,3,SP
525421,390.7,338.8,459.4,457.1,480.0,1,F,1,1,MA
2857906,,,,,,0,M,2,3,MA
869116,406.5,533.7,527.0,557.1,620.0,0,M,1,2,BA
588849,443.8,525.1,558.4,407.3,480.0,0,F,1,2,MG
3193175,643.6,567.4,563.6,704.2,560.0,0,M,2,2,SP
3033110,419.7,540.5,523.0,506.8,660.0,0,F,1,3,PA
2960618,429.6,472.8,492.9,541.8,660.0,0,F,1,2,PE
723328,538.1,578.1,563.8,673.5,940.0,0,F,1,1,AL
2400796,431.3,522.5,498.5,555.2,720.0,0,F,2,3,PA
1234905,514.9,448.2,510.3,494.4,660.0,0,M,2,3,MT
877806,,,,,,0,M,1,1,BA
1380541,,,,,,0,F,2,1,RN
2333942,426.7,514.1,326.2,461.2,540.0,0,M,1,0,RJ
463588,528.0,584.7,583.1,597.6,560.0,0,F,2,3,DF
2801353,,,,,,0,M,2,2,RS
39288,,,,,,0,M,1,2,PB
3023776,542.2,495.4,546.9,606.4,800.0,0,F,3,1,MG
296544,430.7,385.9,504.0,631.7,600.0,0,F,1,3,PA
229924,396.0,359.6,299.3,560.2,660.0,0,M,1,3,PB
2328728,609.6,361.1,540.1,525.5,540.0,0,M,1,0,MG
1720158,,,,,,0,M,2,3,SP
588053,547.7,588.4,603.6,636.9,860.0,0,F,1,1,MG
1733171,,,,,,1,M,1,3,CE
1086161,,,,,,0,F,1,3,ES
1053739,,,,,,0,F,2,3,CE
2100873,514.8,483.3,426.2,445.3,780.0,0,F,1,1,SP
272899,514.9,461.9,504.2,442.5,560.0,0,F,1,3,CE
828524,559.8,598.9,628.3,720.2,600.0,0,M,1,1,RS
616203,516.4,607.6,546.0,659.8,880.0,0,F,3,3,CE
992479,485.7,565.9,555.1,432.1,800.0,0,F,1,2,PA
2999036,,564.3,514.4,,740.0,0,M,3,3,MA
2028647,541.0,537.5,609.8,619.5,360.0,0,M,2,3,MG
1668148,564.3,543.8,497.0,669.4,920.0,0,M,1,3,PA
1776076,432.6,560.3,576.1,656.0,700.0,0,M,2,4,SP
558530,439.2,364.8,432.1,485.8,620.0,0,F,1,2,BA
128791,500.8,499.3,512.5,585.5,540.0,0,F,1,1,MG
1865591,520.2,501.5,580.5,666.0,720.0,0,F,2,3,RN
2130100,439.1,406.2,354.9,401.9,600.0,0,F,1,3,MA
2051470,540.8,477.1,574.5,631.8,620.0,0,M,2,3,ES
3029305,401.1,382.3,333.6,608.1,440.0,0,F,2,3,MG
1557623,,581.7,594.9,,720.0,0,M,1,3,RJ
3029214,564.3,582.4,610.1,672.0,680.0,0,F,1,3,GO
883461,567.5,549.1,558.6,600.4,600.0,0,F,1,3,SP
3050986,467.1,548.4,477.7,553.7,760.0,0,F,2,1,PR
2095300,,,,,,0,F,1,3,SP
24630,485.0,570.3,501.6,560.0,820.0,0,F,1,3,BA
870347,510.1,569.0,497.1,417.5,580.0,0,F,1,3,PB
3138961,416.9,516.7,462.9,496.8,540.0,0,M,2,3,PA
238336,494.5,357.8,407.5,463.3,520.0,0,F,2,3,BA
417854,,,,,,0,F,1,1,MG
929350,587.4,617.1,601.0,738.7,820.0,0,F,1,1,SP
994433,482.2,589.6,415.0,559.2,900.0,1,F,1,1,GO
271145,428.5,429.6,452.4,359.6,420.0,0,F,1,3,PA
764497,,,,,,0,F,1,3,RN
1831243,514.6,664.3,600.2,556.2,840.0,0,M,1,2,PA
370838,399.8,498.0,476.3,378.5,700.0,1,F,1,1,GO
14074,,,,,,0,F,1,2,SP
3388423,472.9,449.3,416.3,464.3,560.0,0,M,1,3,PE
2555432,510.8,508.0,556.7,646.3,820.0,1,F,1,4,PR
1401923,,,,,,0,F,1,3,MG
393897,529.6,575.5,580.9,626.7,780.0,0,F,3,1,SP
1806039,451.6,530.9,544.7,627.1,620.0,0,M,2,1,SP
1409154,498.7,417.9,479.7,381.5,520.0,0,F,2,3,SP
1399091,529.2,566.7,467.6,645.7,700.0,0,M,1,3,RN
864619,585.5,651.2,620.2,719.4,940.0,0,M,1,1,PR
2175140,,,,,,0,M,2,2,SP
3377157,459.8,422.7,438.4,383.7,400.0,0,M,1,3,BA
2550827,,,,,,0,F,2,3,ES
1043923,462.8,438.8,335.5,506.4,760.0,0,M,2,3,PA
2152900,411.1,398.5,489.9,364.6,560.0,1,F,1,1,RS
648138,,,,,,0,M,1,3,BA
2037365,593.2,610.1,533.7,721.4,880.0,0,F,3,3,CE
3357694,521.1,622.1,591.0,640.6,620.0,0,F,1,1,RS
3233373,526.2,457.7,493.4,606.8,720.0,1,F,1,1,SP
2009245,,,,,,0,F,2,1,SP
2311931,453.9,448.4,482.0,366.0,500.0,0,F,1,3,PA
1651155,447.6,482.2,423.4,399.7,700.0,0,M,1,3,PA
972962,510.0,636.5,590.7,678.9,840.0,0,M,3,1,PA
2956276,542.7,582.6,613.8,613.1,700.0,1,F,1,1,RS
1634161,,,,,,0,F,2,0,AL
3353704,506.2,568.3,574.7,526.0,560.0,0,M,1,3,RJ
3316040,459.1,609.8,592.0,570.1,580.0,0,M,2,1,RS
3107772,541.0,587.1,580.1,649.5,720.0,1,F,1,1,SC
2135600,418.5,569.2,520.3,502.7,860.0,0,F,1,1,MG
3267958,,,,,,1,M,1,1,SP
899090,,,,,,0,F,1,1,MA
63726,,,,,,0,F,2,3,CE
2766288,403.9,488.2,583.3,593.3,860.0,1,F,1,3,BA
2397103,467.7,,,398.4,,1,F,1,1,MG
964702,,,,,,0,F,2,1,MA
411203,562.9,612.5,594.3,750.8,620.0,1,M,1,1,SP
537874,474.0,548.9,575.8,624.1,540.0,0,M,1,5,PE
1985069,462.4,427.6,474.8,415.6,760.0,0,F,2,4,MT
718237,519.7,549.2,530.3,425.2,420.0,0,M,1,1,RN
2464121,,,,,,0,M,1,3,SP
1602037,490.3,555.0,469.9,637.3,700.0,0,F,1,3,PB
180615,471.6,452.4,363.4,363.6,480.0,0,F,2,4,RJ
1108264,,,,,,0,M,2,0,CE
73953,478.8,492.7,532.2,402.8,500.0,0,F,1,1,AM
2689205,,573.7,572.6,,600.0,1,M,1,3,MG
2062242,481.4,380.0,538.7,429.7,680.0,0,F,1,3,PE
2073852,,,,,,0,F,2,1,PE
3097110,423.7,395.7,326.2,518.2,0.0,0,M,1,1,RS
1291635,,389.4,358.2,,600.0,0,F,2,3,AM
421084,448.2,,,414.4,,0,M,1,2,BA
89936,,,,,,0,F,2,1,RJ
111087,,,,,,0,F,1,2,CE
1954557,652.2,662.4,657.6,800.6,720.0,0,M,1,1,PR
2598960,,,,,,0,F,1,1,SP
1388405,487.4,427.8,455.2,485.6,440.0,0,M,2,3,CE
1808821,635.6,637.6,635.2,564.7,860.0,0,F,1,1,SP
894177,,,,,,0,M,1,4,RS
3191979,449.2,596.1,581.9,467.5,740.0,0,F,2,3,SE
1120098,585.4,555.2,586.2,643.4,640.0,0,F,2,1,SP
991735,558.9,558.4,613.1,490.9,660.0,0,F,2,1,SP
1208359,,,,,,0,M,2,1,AM
183443,500.3,554.0,585.1,554.3,740.0,0,F,1,3,SP
471861,367.3,463.8,454.7,440.4,640.0,0,F,2,2,BA
